0.0 62.20110395232131 10.5281/zenodo.14066
0.0 62.361329014873704 10.5281/zenodo.13944
0.0 63.85792534956434 10.5281/zenodo.153944
0.0 64.15155302974036 10.5281/zenodo.164203
0.0 64.26613793131018 10.5281/zenodo.3474863
0.0 64.2878156962945 10.5281/zenodo.4071264
0.0 64.32150526249865 10.5281/zenodo.164206
0.0 64.3356126320504 10.5281/zenodo.164206
0.0 64.36068860536432 10.5281/zenodo.164206
0.0 64.36231265179146 10.5281/zenodo.164206
0.0 64.46250137216198 10.5281/zenodo.164203
0.0 64.55903911752685 10.5281/zenodo.164206
0.0 64.72738797706839 10.5281/zenodo.164203
0.0 64.77026839704945 10.5281/zenodo.164203
0.0 64.81466641543854 10.5281/zenodo.164206
0.0 64.82960738693282 10.5281/zenodo.164206
0.0 64.95895958576139 10.5281/zenodo.164206
19.355 50.153865962411174 10.5281/zenodo.14067
30.0 46.65476537147518 10.5281/zenodo.163336
30.0 47.57407149543807 10.5281/zenodo.209362
50.0 41.89120047633535 10.5281/zenodo.14068
50.0 41.977153081196406 10.5281/zenodo.4071264
50.0 41.9981618898779 10.5281/zenodo.163343
50.0 42.59567309694802 10.5281/zenodo.247386
